"HolderAddress","Balance","PendingBalanceUpdate"
"0xd1ee2bcd8632d489a6e2e1119c8a0de3659c6373","0.176145533366563","No"
"0xd3d68cbe468cf390fea9a175231db20d28cf3d6d","84688262.3888008","No"
"0xd3e20b6a8e63a6a605f2274d849887c79ede8935","13008418.3011264","No"
"0xd422d75ae177529fac3896eb85412b5415165bbc","3659065.34238713","No"
"0xd47d540169c3af346117e48c63493c68c5439fb0","18779.9701899511","No"
"0xd56a3413e4e331a27dce98e334356a687ddbe010","1007240.37607939","No"
"0xd56d02912a09da72883bb4e9ccfabcd3b9acaf51","7368791.17420973","No"
"0xd7babdcd3764051b76a00cf7698fdd409c471b72","721152.238696358","No"
"0xd7e5e9c6a15f688a0014550a01f708a02605f144","382947.457542708","No"
"0xd8c49568b81c03b7f49e86d933feadebe33c0436","638441.601574046","No"
"0xd9139598a3dbe20708f18c78b018cde5aedf2d81","642381.280086308","No"
"0xd9bcf52e6745f51def3d6368a94a38c7c21ef196","0.85309398436454","No"
"0xd9c8aeff0774da87b0f522f0bf0c7fe1828c65b7","0.0178229847259509","No"
"0xda7805fe07842c0c2f4c51ba1c5a8f9317126420","135052.180865428","No"
"0xdab5e27af41d4513d4416b9cda8a8e3ef6f8614f","7585590.46891897","No"
"0xdb069a385b0350d2e06993235669d2496f37952e","137186.940357682","No"
"0xdd9f24efc84d93deef3c8745c837ab63e80abd27","85601.698701454","No"
"0xddf8d3adb2305e6c9ddc70a448f3d571bf4c038e","179644.13670659","No"
"0xde708f275d8c02bba8bf027c95d87b1a5e29eafb","920754.576073527","No"
"0xdfa5801c0f86412f5a8500cf813f9d8b99b01f92","23159184.7988319","No"
"0xe15d8dc0519ba0e69296fe49bf7588ceb805bab5","441022.466911336","No"
"0xe2296fc4ce0c9fadbcd80e698f3735bb95de435b","2098996.33562621","No"
"0xe232dc7b663887760bf6c65b22c0c0601a0ad532","279217.993132122","No"
"0xe2e5fdbb737057769a55ea8b93d4e8cb81ff631b","255116.47006252","No"
"0xe30d2755e7126772d2f2a9529bb9a18be84a9c8f","533729.419415429","No"
"0xe471a7368a5811dae9663823cc2cb9e7c65dda79","689384.408700135","No"
"0xe502b76b9983e0db920746409094946e614d3936","100000","No"
"0xe51a3c23709391177ab6fb5f11b406a2f10a19da","5.82939236E-10","No"
"0xe6472133973da6b78d28e187f92273a3240f6182","14840646.8342592","No"
"0xe778825c1322c94bd7c162309e61daa3ae0b2faa","5104231.51686867","No"
"0xe88ecaa42787d6f111e358fd730f2af61a59362c","10000008.6038264","No"
"0xe8c060f8052e07423f71d445277c61ac5138a2e5","1E-18","No"
"0xe9e83e5bf3d200e48059085b780031002200c100","1E-05","No"
"0xeaa0d37b9e7616799491f0c756b255f25d16b646","738951.463610138","No"
"0xeab774cd126e4fe51e52ab09146c1457541fe13a","69926.2575822902","No"
"0xeb00c80f00ca1585000000b84f00940000ed40e5","1E-18","No"
"0xed52911035250548ade8651ed486b47eae6b7a52","1780851.08126015","No"
"0xedee0cbc8de9e3ebb5c85cb9a272d944de1cb08b","87941.1211429755","No"
"0xee41c7df426219874f6ba82fb8b1227f2a3f03bf","9949448.25742432","No"
"0xf172545a76f02616cd8a427d2b024144fb5140da","1000000","No"
"0xf2e093ff6fd0ac8fa62391a8560f7d4c9f3eebd5","5105631.77850771","No"
"0xf2f6089dd849e4e9de47986d4dd9aa89292269e3","278699.295322328","No"
"0xf367cdaebf001bc973bd50488327c9409b408267","5279522.57896841","No"
"0xf39407b75567938b9cbbd91772d7012d83715158","0.856367849738563","No"
"0xf422c173264dcd512e3cee0db4acb568707c0b8d","40338218.7588319","No"
"0xf42958c2bce83f85519b32dc0507832ebbc804a2","2582385.0297947","No"
"0xf49fc7dd90b7a5058c9081f41c708a43db4c8973","6890288.72183609","No"
"0xf5a26b68bae692c5bcc7ae1dca201d94dcf3be01","76829.1263724781","No"
"0xf5ab0ab447aa5586a86b6b312c0c04c939b5e309","172515.191430766","No"
"0xf6120e730fd6983a1cd087a00e25c5028dd1bbbf","689151.804774376","No"
"0xf6a3f9640ff1ab716f4bc77361f6d41180274f95","472905.320340268","No"
"0xf7503b0f4c42c94459284c195b4eb5526ac14b1e","1200000","No"
"0xf7f3127e1533767436c6a83c00616af983c691d2","7018012.84541139","No"
"0xf9daaab5b517ab1f21e51f393e12ca034442fade","7038890.10522719","No"
"0xfa6a7baafd1105059542d25a154843d8926a711c","449072.163547781","No"
"0xfb0eb9d34bd83a86681e278216d7f85f8a918815","3313540.26740188","No"
"0xfba1a96c576b96d5949ea1c431ceb3a8bf30b75d","330315.444470584","No"
"0xfc0ac47f5ce3f96f6852b5ef5f61a3878c204457","352477.021381824","No"
"0xfc2067140562ff65b104ea6d699c0331d0b7f10a","0.48582015810933","No"
"0xfcbc1ba4c812254fc465bba8f4fd00db87e015c0","211621.668354181","No"
"0xfcdd3b92c83236d27b50ff4ae293068ffdd08797","1369154.41637837","No"
"0xfe22bafbb3151de31e61bd3d232cb02c0a17012f","10566.9601156961","No"
"0xfe567cdf085758ac8027f7692140bd7a496b52c5","1071091.50019246","No"
"0xfe83e3d5096ad14c0afb93047fa840bfc948f358","2227487.06537587","No"
"0xfe95b7a015af9dd500e9107104f33c94529032ff","726719.389345668","No"
"0xfea12ef82f6871afc4daa121b1326e57a4ff0585","25934.5714263754","No"
"0xfed2f08531a44310cb6432e4babcd813a8981f60","4018867.3604973","No"
